id,professional_roles,experience,schedule,employment,employer,accept_handicapped,key_skills,city,salary_from,salary_to,field_of_activity
71791926,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,Nginx,Томск,94664,159807,IT и технологии
71791926,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,PHP,Томск,94664,159807,IT и технологии
71791926,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,PostgreSQL,Томск,94664,159807,IT и технологии
71791926,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,Redis,Томск,94664,159807,IT и технологии
71791926,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,SQL,Томск,94664,159807,IT и технологии
71791926,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,YouTrack,Томск,94664,159807,IT и технологии
71791926,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,Web-разработка,Томск,94664,159807,IT и технологии
71791926,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,Объектно-ориентированное программирование,Томск,94664,159807,IT и технологии
71791981,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,HTML/CSS,Томск,94664,159807,IT и технологии
71791981,"Программист, разработчик",1-3,full_day,full,Совкомбанк Технологии,0,Javascript,Томск,94664,159807,IT и технологии
71792055,Машинист,3-6,labor,full,"ОЙЛТИМ, Компания",0,Управление легковыми автомобилями и небольшими грузовиками,Томск,116000,122156,Транспорт и логистика
71792055,Машинист,3-6,labor,full,"ОЙЛТИМ, Компания",0,Управление грузовым автомобилем,Томск,116000,122156,Транспорт и логистика
71792055,Машинист,3-6,labor,full,"ОЙЛТИМ, Компания",0,"Знание технических характеристик, конструкции и устройства грузовых автомобилей и спецтехники",Томск,116000,122156,Транспорт и логистика
71792055,Машинист,3-6,labor,full,"ОЙЛТИМ, Компания",0,Ремонт транспортных средств,Томск,116000,122156,Транспорт и логистика
71792055,Машинист,3-6,labor,full,"ОЙЛТИМ, Компания",0,Выполнение производственного технического контроля,Томск,116000,122156,Транспорт и логистика
71792055,Машинист,3-6,labor,full,"ОЙЛТИМ, Компания",0,Базовые знания ПК,Томск,116000,122156,Транспорт и логистика
71792222,Другое,3-6,full_day,full,Газпром инвест,0,Знание общих нормативно-правовых актов РФ,Томск,55000,65000,Другие сферы
71792222,Другое,3-6,full_day,full,Газпром инвест,0,Чтение проектной документации,Томск,55000,65000,Другие сферы
82916946,"Инженер-энергетик, инженер-электрик",3-6,full_day,full,СибГМУ,0,Управление персоналом,Томск,40000,50000,Инженерия и строительство
82916946,"Инженер-энергетик, инженер-электрик",3-6,full_day,full,СибГМУ,0,Работа с системами теплоснабжения,Томск,40000,50000,Инженерия и строительство
82917662,Электромонтажник,1-3,full_day,full,СибГМУ,0,Выполнение электротехнических работ,Томск,24000,28000,Инженерия и строительство
82918643,"Менеджер по продажам, менеджер по работе с клиентами",3-6,full_day,full,Атмикс,0,Написание и редактирование текстов,Томск,70000,84520,Торговля и продажи
82918643,"Менеджер по продажам, менеджер по работе с клиентами",3-6,full_day,full,Атмикс,0,Высокая скорость печати текста,Томск,70000,84520,Торговля и продажи
82918643,"Менеджер по продажам, менеджер по работе с клиентами",3-6,full_day,full,Атмикс,0,Многозадачность,Томск,70000,84520,Торговля и продажи
82920993,Машинист,1-3,labor,full,Авто-Транзит-Инвест,0,Базовые знания ПК,Томск,180000,180000,Транспорт и логистика
82920993,Машинист,1-3,labor,full,Авто-Транзит-Инвест,0,Проведение интервью,Томск,180000,180000,Транспорт и логистика
82920993,Машинист,1-3,labor,full,Авто-Транзит-Инвест,0,Работа в команде,Томск,180000,180000,Транспорт и логистика
82922322,Коммерческий директор (CCO),3-6,full_day,full,Вы с нами,0,Продажи,Томск,123554,264687,Торговля и продажи
82922322,Коммерческий директор (CCO),3-6,full_day,full,Вы с нами,0,Организация и управление бизнес-процессами,Томск,123554,264687,Торговля и продажи
82922322,Коммерческий директор (CCO),3-6,full_day,full,Вы с нами,0,Лидерство,Томск,123554,264687,Торговля и продажи
82922322,Коммерческий директор (CCO),3-6,full_day,full,Вы с нами,0,Многозадачность,Томск,123554,264687,Торговля и продажи
82922322,Коммерческий директор (CCO),3-6,full_day,full,Вы с нами,0,Оптимизация бизнес-процессов,Томск,123554,264687,Торговля и продажи
82922322,Коммерческий директор (CCO),3-6,full_day,full,Вы с нами,0,Организаторские навыки,Томск,123554,264687,Торговля и продажи
82922322,Коммерческий директор (CCO),3-6,full_day,full,Вы с нами,0,Целеустремленность и работоспособность,Томск,123554,264687,Торговля и продажи
82922322,Коммерческий директор (CCO),3-6,full_day,full,Вы с нами,0,Управление персоналом,Томск,123554,264687,Торговля и продажи
82922322,Коммерческий директор (CCO),3-6,full_day,full,Вы с нами,0,Управление и планирование продаж,Томск,123554,264687,Торговля и продажи
82922678,Методолог,1-3,full_day,full,WINbd,0,Внимательность,Томск,45000,67639,Образование и наука
82922678,Методолог,1-3,full_day,full,WINbd,0,Информационная грамотность,Томск,45000,67639,Образование и наука
82922678,Методолог,1-3,full_day,full,WINbd,0,Грамотная речь,Томск,45000,67639,Образование и наука
82922678,Методолог,1-3,full_day,full,WINbd,0,Коммуникативная грамотность,Томск,45000,67639,Образование и наука
82922678,Методолог,1-3,full_day,full,WINbd,0,Организаторские навыки,Томск,45000,67639,Образование и наука
82922678,Методолог,1-3,full_day,full,WINbd,0,Ведение отчетности,Томск,45000,67639,Образование и наука
82924764,"Продавец-консультант, продавец-кассир",0,full_day,full,Эль Ликон,0,Коммуникативная грамотность,Томск,30000,50000,Торговля и продажи
82924764,"Продавец-консультант, продавец-кассир",0,full_day,full,Эль Ликон,0,Целеустремленность и работоспособность,Томск,30000,50000,Торговля и продажи
82924764,"Продавец-консультант, продавец-кассир",0,full_day,full,Эль Ликон,0,Продажи,Томск,30000,50000,Торговля и продажи
82924764,"Продавец-консультант, продавец-кассир",0,full_day,full,Эль Ликон,0,Работа в команде,Томск,30000,50000,Торговля и продажи
82924804,"Уборщица, уборщик",0,labor,full,КорпусГрупп,0,Работа в команде,Томск,60000,90000,Бытовые услуги
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,1С,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Autodesk Inventor,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,CorelDRAW,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,SolidWorks,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Выполнение производственного технического контроля,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Битрикс,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Знание общих нормативно-правовых актов РФ,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Коммуникативная грамотность,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Разработка конструкторской документации,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Разработка технической документации,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,КОМПАС-3D,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Многозадачность,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Информационная грамотность,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Промышленный дизайн,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Управление продуктом,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Разработка проектной документации,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,Разработка рабочей документации,Томск,77733,80000,Инженерия и строительство
87474823,"Инженер-конструктор, инженер-проектировщик",3-6,full_day,full,Универсальные терминал системы,0,CAD/САПР,Томск,77733,80000,Инженерия и строительство
87474891,Электромонтажник,3-6,full_day,full,Ремонтно-Строительная группа,0,Выполнение электротехнических работ,Томск,80000,90000,Инженерия и строительство
87474891,Электромонтажник,3-6,full_day,full,Ремонтно-Строительная группа,0,Ответственность,Томск,80000,90000,Инженерия и строительство
87474891,Электромонтажник,3-6,full_day,full,Ремонтно-Строительная группа,0,Выполнение строительно-монтажных работ,Томск,80000,90000,Инженерия и строительство
87474891,Электромонтажник,3-6,full_day,full,Ремонтно-Строительная группа,0,Выполнение электромонтажных работ,Томск,80000,90000,Инженерия и строительство
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Инициативность,Томск,44000,52634,Сфера обслуживания
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Активность,Томск,44000,52634,Сфера обслуживания
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Целеустремленность и работоспособность,Томск,44000,52634,Сфера обслуживания
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Коммуникативная грамотность,Томск,44000,52634,Сфера обслуживания
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Ответственность,Томск,44000,52634,Сфера обслуживания
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Многозадачность,Томск,44000,52634,Сфера обслуживания
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Самоорганизованность,Томск,44000,52634,Сфера обслуживания
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Работа в команде,Томск,44000,52634,Сфера обслуживания
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Обучаемость и адаптивность,Томск,44000,52634,Сфера обслуживания
87476701,"Повар, пекарь, кондитер",1-3,shift,full,IMPORT COFFEE,0,Работа по технологическим и технико-технологическим картам,Томск,44000,52634,Сфера обслуживания
87476756,"Официант, бармен, бариста",1-3,shift,full,Трактир Вечный зов,0,Базовые знания ПК,Томск,30000,30000,Сфера обслуживания
87476756,"Официант, бармен, бариста",1-3,shift,full,Трактир Вечный зов,0,Работа в команде,Томск,30000,30000,Сфера обслуживания
87476756,"Официант, бармен, бариста",1-3,shift,full,Трактир Вечный зов,0,Учет товарно-материальных ценностей,Томск,30000,30000,Сфера обслуживания
87476772,"Официант, бармен, бариста",1-3,shift,full,IMPORT COFFEE,0,Грамотная речь,Томск,22500,36028,Сфера обслуживания
87476772,"Официант, бармен, бариста",1-3,shift,full,IMPORT COFFEE,0,Коммуникативная грамотность,Томск,22500,36028,Сфера обслуживания
87476772,"Официант, бармен, бариста",1-3,shift,full,IMPORT COFFEE,0,Работа с конфликтами,Томск,22500,36028,Сфера обслуживания
87476772,"Официант, бармен, бариста",1-3,shift,full,IMPORT COFFEE,0,Прием и обслуживание клиентов,Томск,22500,36028,Сфера обслуживания
87476772,"Официант, бармен, бариста",1-3,shift,full,IMPORT COFFEE,0,Знание общих нормативно-правовых актов РФ,Томск,22500,36028,Сфера обслуживания
87476772,"Официант, бармен, бариста",1-3,shift,full,IMPORT COFFEE,0,Работа в команде,Томск,22500,36028,Сфера обслуживания
87476812,"Продавец-консультант, продавец-кассир",1-3,full_day,full,Smollan RUS,0,Продажи,Томск,46968,82000,Торговля и продажи
87478142,Торговый представитель,6-,flexible,full,Фотостудия сюжетная линия,0,Продажи,Томск,70000,85654,Торговля и продажи
87478142,Торговый представитель,6-,flexible,full,Фотостудия сюжетная линия,0,Публичные выступления и проведение презентаций,Томск,70000,85654,Торговля и продажи
87478142,Торговый представитель,6-,flexible,full,Фотостудия сюжетная линия,0,Ведение отчетности,Томск,70000,85654,Торговля и продажи
87478142,Торговый представитель,6-,flexible,full,Фотостудия сюжетная линия,0,Работа с дебиторской задолженностью,Томск,70000,85654,Торговля и продажи
87478142,Торговый представитель,6-,flexible,full,Фотостудия сюжетная линия,0,Коммуникативная грамотность,Томск,70000,85654,Торговля и продажи
87479116,"Токарь, фрезеровщик, шлифовщик",0,full_day,full,Томский инструментальный завод,0,Обучаемость и адаптивность,Томск,57775,67142,Производство и технические специальности
87479116,"Токарь, фрезеровщик, шлифовщик",0,full_day,full,Томский инструментальный завод,0,Базовые знания ПК,Томск,57775,67142,Производство и технические специальности
87479116,"Токарь, фрезеровщик, шлифовщик",0,full_day,full,Томский инструментальный завод,0,Работа в команде,Томск,57775,67142,Производство и технические специальности
87479116,"Токарь, фрезеровщик, шлифовщик",0,full_day,full,Томский инструментальный завод,0,Самоорганизованность,Томск,57775,67142,Производство и технические специальности
87479116,"Токарь, фрезеровщик, шлифовщик",0,full_day,full,Томский инструментальный завод,0,Управление персоналом,Томск,57775,67142,Производство и технические специальности
87482903,Другое,0,full_day,full,Рембыт,0,Обучаемость и адаптивность,Томск,75000,120000,Другие сферы
87482903,Другое,0,full_day,full,Рембыт,0,"Ремонт гаджетов, бытовой техники и оргтехники",Томск,75000,120000,Другие сферы
87482903,Другое,0,full_day,full,Рембыт,0,Коммуникативная грамотность,Томск,75000,120000,Другие сферы
87482903,Другое,0,full_day,full,Рембыт,0,Работа в команде,Томск,75000,120000,Другие сферы
87485179,"Продавец-консультант, продавец-кассир",0,shift,full,СОВНТ МАГИКАД,0,Продажи,Томск,40000,60000,Торговля и продажи
87485179,"Продавец-консультант, продавец-кассир",0,shift,full,СОВНТ МАГИКАД,0,Прием и обслуживание клиентов,Томск,40000,60000,Торговля и продажи
87485179,"Продавец-консультант, продавец-кассир",0,shift,full,СОВНТ МАГИКАД,0,Консультирование и ведение клиентов,Томск,40000,60000,Торговля и продажи
87485179,"Продавец-консультант, продавец-кассир",0,shift,full,СОВНТ МАГИКАД,0,Взаимодействие с клиентами и заказчиками,Томск,40000,60000,Торговля и продажи
67030937,"Финансовый аналитик, инвестиционный аналитик",3-6,full_day,full,Газпром газораспределение Томск,0,1С: Предприятие,Томск,49000,56000,Финансы и бухгалтерия
67030937,"Финансовый аналитик, инвестиционный аналитик",3-6,full_day,full,Газпром газораспределение Томск,0,Microsoft PowerPoint,Томск,49000,56000,Финансы и бухгалтерия
67030937,"Финансовый аналитик, инвестиционный аналитик",3-6,full_day,full,Газпром газораспределение Томск,0,Коммуникативная грамотность,Томск,49000,56000,Финансы и бухгалтерия
67030937,"Финансовый аналитик, инвестиционный аналитик",3-6,full_day,full,Газпром газораспределение Томск,0,Ответственность,Томск,49000,56000,Финансы и бухгалтерия
67030937,"Финансовый аналитик, инвестиционный аналитик",3-6,full_day,full,Газпром газораспределение Томск,0,Стрессоустойчивость,Томск,49000,56000,Финансы и бухгалтерия
67031330,"Уборщица, уборщик",0,shift,part,НЕВАТОМ,0,Коммуникативная грамотность,Томск,10000,10000,Бытовые услуги
67031330,"Уборщица, уборщик",0,shift,part,НЕВАТОМ,0,Умение преподавать,Томск,10000,10000,Бытовые услуги
67031330,"Уборщица, уборщик",0,shift,part,НЕВАТОМ,0,Умение принимать решения,Томск,10000,10000,Бытовые услуги
67031330,"Уборщица, уборщик",0,shift,part,НЕВАТОМ,0,Работа в команде,Томск,10000,10000,Бытовые услуги
67031629,Менеджер по закупкам,3-6,full_day,full,АБ-МАРКЕТ,0,Коммуникативная грамотность,Томск,43765,51484,Управление и администрирование
67031629,Менеджер по закупкам,3-6,full_day,full,АБ-МАРКЕТ,0,Составление договоров,Томск,43765,51484,Управление и администрирование
55896834,"Продавец-консультант, продавец-кассир",1-3,shift,full,Громада,0,1С: Управление торговлей,Томск,30000,46968,Торговля и продажи
55896834,"Продавец-консультант, продавец-кассир",1-3,shift,full,Громада,0,Продажи,Томск,30000,46968,Торговля и продажи
55896834,"Продавец-консультант, продавец-кассир",1-3,shift,full,Громада,0,Банковские кассовые операции,Томск,30000,46968,Торговля и продажи
67032503,Супервайзер,3-6,full_day,full,Торгсервис 142,0,Организаторские навыки,Томск,90000,97530,Управление и администрирование
67032503,Супервайзер,3-6,full_day,full,Торгсервис 142,0,Продажи,Томск,90000,97530,Управление и администрирование
67032503,Супервайзер,3-6,full_day,full,Торгсервис 142,0,Управление и планирование продаж,Томск,90000,97530,Управление и администрирование
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,API,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,Docker,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,Git,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,Memcached,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,MySQL,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,NoSQL,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,PHP,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,PostgreSQL,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,Redis,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,Знание базовых принципов разработки,Томск,160000,253000,IT и технологии
66567559,"Программист, разработчик",1-3,remote,full,Petshopru,0,Объектно-ориентированное программирование,Томск,160000,253000,IT и технологии
66855241,"Продавец-консультант, продавец-кассир",1-3,shift,full,Смоляков Роман Анатольевич,0,Продажи,Томск,35000,46968,Торговля и продажи
66855241,"Продавец-консультант, продавец-кассир",1-3,shift,full,Смоляков Роман Анатольевич,0,Прием и обслуживание клиентов,Томск,35000,46968,Торговля и продажи
66855241,"Продавец-консультант, продавец-кассир",1-3,shift,full,Смоляков Роман Анатольевич,0,Консультирование и ведение клиентов,Томск,35000,46968,Торговля и продажи
66855241,"Продавец-консультант, продавец-кассир",1-3,shift,full,Смоляков Роман Анатольевич,0,Работа в команде,Томск,35000,46968,Торговля и продажи
66072348,"Слесарь, сантехник",1-3,full_day,full,ЭТКОМ,0,Обучаемость и адаптивность,Томск,35000,37000,Производство и технические специальности
66072348,"Слесарь, сантехник",1-3,full_day,full,ЭТКОМ,0,Ответственность,Томск,35000,37000,Производство и технические специальности
66072348,"Слесарь, сантехник",1-3,full_day,full,ЭТКОМ,0,Самоорганизованность,Томск,35000,37000,Производство и технические специальности
66072348,"Слесарь, сантехник",1-3,full_day,full,ЭТКОМ,0,Базовые знания ПК,Томск,35000,37000,Производство и технические специальности
66072348,"Слесарь, сантехник",1-3,full_day,full,ЭТКОМ,0,"Ремонт гаджетов, бытовой техники и оргтехники",Томск,35000,37000,Производство и технические специальности
66131386,Машинист,1-3,labor,full,Новосибирскавтодор,0,Строительство дорог,Томск,80000,122156,Транспорт и логистика
66131386,Машинист,1-3,labor,full,Новосибирскавтодор,0,Многозадачность,Томск,80000,122156,Транспорт и логистика
67032875,Врач,1-3,full_day,full,Эланд,0,Ведение документооборота,Томск,65224,82461,Медицина и фармацевтика
67032875,Врач,1-3,full_day,full,Эланд,0,Грамотная речь,Томск,65224,82461,Медицина и фармацевтика
67032875,Врач,1-3,full_day,full,Эланд,0,Работа в команде,Томск,65224,82461,Медицина и фармацевтика
67032875,Врач,1-3,full_day,full,Эланд,0,Коммуникативная грамотность,Томск,65224,82461,Медицина и фармацевтика
67033012,"SMM-менеджер, контент-менеджер",1-3,full_day,full,Костарев Кирилл Васильевич,0,Продвижение в социальных сетях,Томск,30000,43531,Маркетинг и реклама
67033012,"SMM-менеджер, контент-менеджер",1-3,full_day,full,Костарев Кирилл Васильевич,0,Анализ конкурентной среды,Томск,30000,43531,Маркетинг и реклама
67033012,"SMM-менеджер, контент-менеджер",1-3,full_day,full,Костарев Кирилл Васильевич,0,Аудит,Томск,30000,43531,Маркетинг и реклама
67033012,"SMM-менеджер, контент-менеджер",1-3,full_day,full,Костарев Кирилл Васильевич,0,Аудит SMM,Томск,30000,43531,Маркетинг и реклама
67033012,"SMM-менеджер, контент-менеджер",1-3,full_day,full,Костарев Кирилл Васильевич,0,Создание и дистрибуция контента,Томск,30000,43531,Маркетинг и реклама
67033086,Менеджер по закупкам,1-3,full_day,full,СК КонтинентЪ,0,1С: Предприятие,Томск,35000,50000,Управление и администрирование
67033086,Менеджер по закупкам,1-3,full_day,full,СК КонтинентЪ,0,Коммуникативная грамотность,Томск,35000,50000,Управление и администрирование
67033086,Менеджер по закупкам,1-3,full_day,full,СК КонтинентЪ,0,Составление договоров,Томск,35000,50000,Управление и администрирование
67033086,Менеджер по закупкам,1-3,full_day,full,СК КонтинентЪ,0,Организаторские навыки,Томск,35000,50000,Управление и администрирование
67033086,Менеджер по закупкам,1-3,full_day,full,СК КонтинентЪ,0,Работа с поставщиками,Томск,35000,50000,Управление и администрирование
55118100,Машинист,1-3,labor,full,Строительные Технологии,0,Работа в команде,Томск,120000,140000,Транспорт и логистика
67034311,"Инженер-конструктор, инженер-проектировщик",1-3,full_day,full,Костарев Кирилл Васильевич,0,PRO100,Томск,62073,77733,Инженерия и строительство
67034311,"Инженер-конструктор, инженер-проектировщик",1-3,full_day,full,Костарев Кирилл Васильевич,0,Аналитическое мышление,Томск,62073,77733,Инженерия и строительство
67034311,"Инженер-конструктор, инженер-проектировщик",1-3,full_day,full,Костарев Кирилл Васильевич,0,БАЗИС-Мебельщик,Томск,62073,77733,Инженерия и строительство
67034311,"Инженер-конструктор, инженер-проектировщик",1-3,full_day,full,Костарев Кирилл Васильевич,0,Проектно-конструкторская деятельность,Томск,62073,77733,Инженерия и строительство
67034311,"Инженер-конструктор, инженер-проектировщик",1-3,full_day,full,Костарев Кирилл Васильевич,0,Самоорганизованность,Томск,62073,77733,Инженерия и строительство
67034691,"Учитель, преподаватель, педагог",0,full_day,full,Томский коммунально-строительный техникум,0,Грамотная речь,Томск,30000,43084,Образование и наука
67034691,"Учитель, преподаватель, педагог",0,full_day,full,Томский коммунально-строительный техникум,0,Базовые знания ПК,Томск,30000,43084,Образование и наука
67034691,"Учитель, преподаватель, педагог",0,full_day,full,Томский коммунально-строительный техникум,0,Работа в команде,Томск,30000,43084,Образование и наука
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Проведение аварийно-восстановительных работ,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Гарантийное обслуживание,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Ремонт помещений,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Выполнение производственного технического контроля,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Организаторские навыки,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Базовые знания ПК,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Работа в команде,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Выполнение высотных работ,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Выполнение ремонтных работ,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Техническое обслуживание и ремонт промышленного оборудования и станков,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Техническое обслуживание и ремонт оборудования,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Выполнение слесарных работ,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Техническая грамотность,Томск,55000,90000,Производство и технические специальности
54532555,"Слесарь, сантехник",1-3,full_day,full,Газпром добыча Иркутск,0,Эксплуатация оборудования работающего под давлением,Томск,55000,90000,Производство и технические специальности
66526640,Врач,1-3,full_day,full,"Родник Алтая, санаторий",0,Грамотная речь,Томск,75000,82461,Медицина и фармацевтика
66526640,Врач,1-3,full_day,full,"Родник Алтая, санаторий",0,Базовые знания ПК,Томск,75000,82461,Медицина и фармацевтика
66526640,Врач,1-3,full_day,full,"Родник Алтая, санаторий",0,Работа в команде,Томск,75000,82461,Медицина и фармацевтика
66526640,Врач,1-3,full_day,full,"Родник Алтая, санаторий",0,Внимательность,Томск,75000,82461,Медицина и фармацевтика
54869423,"Научный специалист, исследователь",3-6,full_day,full,Национальный исследовательский Томский политехнический университет,0,Коммуникативная грамотность,Томск,58672,150000,Образование и наука
54869423,"Научный специалист, исследователь",3-6,full_day,full,Национальный исследовательский Томский политехнический университет,0,Управление персоналом,Томск,58672,150000,Образование и наука
54869423,"Научный специалист, исследователь",3-6,full_day,full,Национальный исследовательский Томский политехнический университет,0,Системное и интегративное мышление,Томск,58672,150000,Образование и наука
54869423,"Научный специалист, исследователь",3-6,full_day,full,Национальный исследовательский Томский политехнический университет,0,Управление проектами,Томск,58672,150000,Образование и наука
66526757,"Медицинская сестра, медицинский брат",0,full_day,full,Медсанчасть №3,0,Ведение документооборота,Томск,25000,30000,Медицина и фармацевтика
55186444,"Менеджер по продажам, менеджер по работе с клиентами",1-3,full_day,full,Юридический Сервис Мои Права,0,Продажи,Томск,45000,84520,Торговля и продажи
55186444,"Менеджер по продажам, менеджер по работе с клиентами",1-3,full_day,full,Юридический Сервис Мои Права,0,Коммуникативная грамотность,Томск,45000,84520,Торговля и продажи
55186444,"Менеджер по продажам, менеджер по работе с клиентами",1-3,full_day,full,Юридический Сервис Мои Права,0,Грамотная речь,Томск,45000,84520,Торговля и продажи
55186444,"Менеджер по продажам, менеджер по работе с клиентами",1-3,full_day,full,Юридический Сервис Мои Права,0,Ведение документооборота,Томск,45000,84520,Торговля и продажи
55186444,"Менеджер по продажам, менеджер по работе с клиентами",1-3,full_day,full,Юридический Сервис Мои Права,0,Составление договоров,Томск,45000,84520,Торговля и продажи
55186444,"Менеджер по продажам, менеджер по работе с клиентами",1-3,full_day,full,Юридический Сервис Мои Права,0,Клиентоориентированность,Томск,45000,84520,Торговля и продажи
55186444,"Менеджер по продажам, менеджер по работе с клиентами",1-3,full_day,full,Юридический Сервис Мои Права,0,Умение мотивировать и адаптировать персонал,Томск,45000,84520,Торговля и продажи
55186444,"Менеджер по продажам, менеджер по работе с клиентами",1-3,full_day,full,Юридический Сервис Мои Права,0,Обучаемость и адаптивность,Томск,45000,84520,Торговля и продажи
